Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Arable land (% of land area),AG.LND.ARBL.ZS,Lao PDR,LAO,3.46187175043328,3.98613518197574,6.06585788561525,6.18717504332756,6.28249566724437,6.45147313691508,6.60745233968804,6.60745233968804,6.60745233968804,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Latvia,LVA,..,15.5958580096738,18.8464010282776,18.6173633440514,18.9449983917658,19.4243447499598,19.4435509810228,19.7780644713434,20.7140559665487,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Lebanon,LBN,17.8885630498534,12.6099706744868,11.1436950146628,12.2189638318671,12.9032258064516,12.9032258064516,12.9032258064516,12.9032258064516,12.9032258064516,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Lesotho,LSO,10.4413702239789,10.8695652173913,10.6060606060606,10.1449275362319,9.26548049383956,8.17193695993136,8.96903780609252,7.21343873517787,11.5942028985507,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Liberia,LBR,3.63372093023256,4.15282392026578,4.98338870431894,5.19102990033223,5.19102990033223,5.19102990033223,5.19102990033223,5.19102990033223,5.19102990033223,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Libya,LBY,1.02583629812337,1.03151960171408,0.975254896166043,0.975254896166043,0.977528217602328,0.977528217602328,0.977528217602328,0.977528217602328,0.977528217602328,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Liechtenstein,LIE,25,25,20.6249997019768,18.75,18.75,16.2499994039536,14.4999995827675,13.5000005364418,13.5000005364418,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Lithuania,LTU,..,45.9157626037013,33.9433570377942,34.8741102407478,36.0675883974575,36.5456721180694,37.5131676164706,34.6671971643057,34.203889257236,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Luxembourg,LUX,..,25.5144032921811,25.4938274744607,25.5637855686769,25.7448565322185,25.6995887913331,25.7654323499389,25.8436210852101,25.4567903746303,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
